baseUrl,alunoId,disciplinaId,matricula,tipo,semestre,top
https://edumetrics.testespace.com.br,2,2,99000001,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000002,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000003,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000004,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000005,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000006,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000007,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000008,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000009,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000010,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000011,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000012,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000013,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000014,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000015,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000016,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000017,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000018,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000019,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000020,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000021,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000022,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000023,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000024,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000025,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000026,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000027,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000028,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000029,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000030,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000031,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000032,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000033,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000034,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000035,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000036,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000037,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000038,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000039,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000040,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000041,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000042,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000043,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000044,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000045,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000046,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000047,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000048,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000049,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000050,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000051,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000052,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000053,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000054,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000055,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000056,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000057,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000058,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000059,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000060,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000061,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000062,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000063,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000064,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000065,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000066,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000067,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000068,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000069,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000070,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000071,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000072,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000073,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000074,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000075,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000076,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000077,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000078,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000079,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000080,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000081,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000082,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000083,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000084,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000085,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000086,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000087,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000088,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000089,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000090,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000091,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000092,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000093,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000094,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000095,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000096,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000097,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000098,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000099,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000100,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000101,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000102,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000103,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000104,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000105,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000106,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000107,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000108,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000109,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000110,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000111,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000112,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000113,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000114,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000115,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000116,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000117,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000118,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000119,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000120,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000121,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000122,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000123,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000124,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000125,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000126,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000127,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000128,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000129,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000130,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000131,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000132,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000133,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000134,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000135,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000136,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000137,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,7,1,99000138,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,8,2,99000139,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,9,3,99000140,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,10,4,99000141,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,11,5,99000142,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,12,6,99000143,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,1,1,99000144,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,2,2,99000145,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,3,3,99000146,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,4,4,99000147,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,5,5,99000148,HISTORICO,2026/1,10
https://edumetrics.testespace.com.br,6,6,99000149,HISTORICO,2026/1,10
